"","id","year","month","month_num","hero","role","ability","change","is_nerf","is_buff","skins","days_since_release","skin_ratio","number_of_changes","patch_ratio","nerf_ratio","buff_ratio"
"158",158,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","movement speed penalty reduced from 20% to 15% per gun.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"159",159,2023,"December",12,"mauga","tank","overrun","can no longer be interrupted by hack.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"160",160,2023,"December",12,"mauga","tank","overrun","damage reduction increased from 30 to 50%.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"161",161,2023,"December",12,"mauga","tank","cardiac overdrive","lifesteal increased from 60 to 70%",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"162",162,2023,"December",12,"mauga","tank","berserker","overhealth conversion rate increased from 40% to 50%",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"163",163,2023,"December",12,"ramattra","tank","hit_points","base health reduced from 300 to 200",1,0,18,686,0.0144346431435445,28,0.04,0.285714285714286,0.714285714285714
"164",164,2023,"December",12,"ramattra","tank","hit_points","base armor increased from 0 to 100.",0,1,18,686,0.0144346431435445,28,0.04,0.285714285714286,0.714285714285714
"165",165,2023,"December",12,"ramattra","tank","void accelerator","projectile size increased from 0.075 to 0.1 meters.",0,1,18,686,0.0144346431435445,28,0.04,0.285714285714286,0.714285714285714
"166",166,2023,"December",12,"ramattra","tank","void accelerator","damage increased from 4.5 to 5.",0,1,18,686,0.0144346431435445,28,0.04,0.285714285714286,0.714285714285714
"167",167,2023,"December",12,"sigma","tank","experimental barrier","regeneration rate reduced from 100 to 85 health per secondsond.",1,0,27,749,0.0216519647153168,12,0.0171428571428571,0.416666666666667,0.583333333333333
"168",168,2023,"December",12,"winston","tank","tesla cannon","now ignores armor damage reduction.",0,1,29,749,0.0232558139534884,12,0.0171428571428571,0.0833333333333333,0.916666666666667
"169",169,2023,"December",12,"mei","damage","endothermic blaster","maximum ammo reduced from 150 to 120.",1,0,35,749,0.0280673616680032,12,0.0171428571428571,0.416666666666667,0.583333333333333
"170",170,2023,"December",12,"soldier: 76","damage","biotic field","cooldown increased from 15 to 18 secondsond.",1,0,38,749,0.0304731355252606,8,0.0114285714285714,0.375,0.625
"171",171,2023,"December",12,"sombra","damage","emp","ability lockout duration increased from 1.5 to 3 secondsond",0,1,36,749,0.028869286287089,30,0.0428571428571429,0.466666666666667,0.533333333333333
"172",172,2023,"December",12,"sombra","damage","emp","damage reduced from 30 to 25% of current health.",1,0,36,749,0.028869286287089,30,0.0428571428571429,0.466666666666667,0.533333333333333
"173",173,2023,"December",12,"torbjorn","damage","overload","overhealth increased from 75 to 100.",0,1,32,749,0.0256615878107458,10,0.0142857142857143,0.4,0.6
"174",174,2023,"December",12,"tracer","damage","pulse pistols","damage increased from 5.5 to 6.",0,1,40,749,0.0320769847634322,7,0.01,0.571428571428571,0.428571428571429
"175",175,2023,"December",12,"baptiste","support","biotic launcher","primary fire ammo reduced from 45 to 36.",1,0,27,749,0.0216519647153168,10,0.0142857142857143,0.3,0.7
"176",176,2023,"December",12,"brigitte","support","whip shot","damage reduced from 80 to 70.",1,0,32,749,0.0256615878107458,12,0.0171428571428571,0.166666666666667,0.833333333333333
"177",177,2023,"December",12,"kiriko","support","healing ofuda","projectile speed increased from 14 to 18 meters per secondsond.",0,1,25,749,0.0200481154771451,21,0.03,0.476190476190476,0.523809523809524
"178",178,2023,"January",1,"kiriko","support","protection suzu","invulnerability duration reduced from 0.85 to 0.65 secondsond.",1,0,25,749,0.0200481154771451,21,0.03,0.476190476190476,0.523809523809524
"179",179,2023,"February",2,"kiriko","support","protection suzu","healing explosion increased from 40 to 80 health.",0,1,25,749,0.0200481154771451,21,0.03,0.476190476190476,0.523809523809524
"180",180,2023,"December",12,"mercy","support","valkyrie","activating valkyrie no longer disconnects caduceus staff from its target.",0,1,44,749,0.0352846832397755,19,0.0271428571428571,0.421052631578947,0.578947368421053
"181",181,2023,"December",12,"mauga","tank","hit_points","base health decreased from 350 to 250",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"182",182,2023,"December",12,"mauga","tank","hit_points","base armor increased from 150 to 250",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"183",183,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","number of shots with the incendiary chaingun to ignite enemies reverted from 15 to 10",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"184",184,2023,"December",12,"mauga","tank","incendiary and volatile chainguns","spread decreased from 1.1 to 1 when only one chaingun is active.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"185",185,2023,"December",12,"mauga","tank","berserker","overhealth conversion rate increased from 50% to 60%",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"186",186,2024,"January",1,"mauga","tank","berserker","overhealth conversion rate decreased from 60% to 50%.",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"187",187,2024,"January",1,"mauga","tank","incendiary and volatile chainguns","ammo decreased from 350 to 300.
",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"188",188,2024,"January",1,"mauga","tank","cardiac overdrive","lifesteal decreased from 70% to 60%.",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"189",189,2024,"January",1,"mauga","tank","cardiac overdrive","cooldown increased from 10 secondsond to 12 secondsond.",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"190",190,2024,"January",1,"mauga","tank","hit_points","base health increased from 250 to 300.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"191",191,2024,"January",1,"mauga","tank","hit_points","base armor decreased from 250 to 200.",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"192",192,2024,"January",1,"mauga","tank","cage fight","no longer grants infinite ammo. still reloads mauga’s chainguns at the start of the ultimate",1,0,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"193",193,2024,"January",1,"orisa","tank","augmented fusion driver","removed falloff damage penalty.",0,1,29,749,0.0232558139534884,19,0.0271428571428571,0.263157894736842,0.736842105263158
"194",194,2024,"January",1,"orisa","tank","fortify","now immune to taking forced critical hit damage",0,1,29,749,0.0232558139534884,19,0.0271428571428571,0.263157894736842,0.736842105263158
"195",195,2024,"January",1,"roadhog","tank","take a breather","total amount healed reduced from 500 to 450.",1,0,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"196",196,2024,"January",1,"roadhog","tank","take a breather","cooldown between usages increased from 1 to 1.5 secondsond.",1,0,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"197",197,2024,"January",1,"sojourn","damage","railgun","gradual energy no longer decays below 25%",0,1,21,749,0.0168404170008019,24,0.0342857142857143,0.333333333333333,0.666666666666667
"198",198,2024,"January",1,"sombra","damage","stealth","grace period where stealth can be canceled immediately after entering it increased from 0.5 to 0.75 secondsond",0,1,36,749,0.028869286287089,30,0.0428571428571429,0.466666666666667,0.533333333333333
"199",199,2024,"January",1,"sombra","damage","stealth","cooldown now pauses at 1 secondsondwhile capturing or contesting objectives from 1.5 secondsond",0,1,36,749,0.028869286287089,30,0.0428571428571429,0.466666666666667,0.533333333333333
"200",200,2024,"January",1,"sombra","damage","stealth","cooldown on respawning decreased from 1.5 to 1 secondsond",0,1,36,749,0.028869286287089,30,0.0428571428571429,0.466666666666667,0.533333333333333
"201",201,2024,"January",1,"ana","support","biotic grenade","effect duration reduced from 3.5 to 3 secondsond",1,0,38,749,0.0304731355252606,10,0.0142857142857143,0.4,0.6
"202",202,2024,"January",1,"illari","support","solar rifle","rimary fire charge gain is no longer paused by secondsondary fire, nor channeling captive sun",0,1,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"203",203,2024,"January",1,"illari","support","solar rifle","ammo increased from 14 to 16.",0,1,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"204",204,2024,"January",1,"illari","support","captive sun","now fully refills secondsondary fire resource and resets overheated status.",0,1,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"205",205,2024,"January",1,"illari","support","captive sun","removed the damage falloff penalty on the sunstruck explosion",0,1,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"206",206,2024,"January",1,"lifeweaver","support","thorn volley","projectile speed increased from 70 to 80 meters per secondsond",0,1,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"207",207,2024,"January",1,"lifeweaver","support","petal platform","no longer pierced by piercing projectiles",0,1,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"208",208,2024,"February",2,"zenyatta","support","hit_points","health increased from 75 to 100",0,1,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"209",209,2024,"February",2,"zenyatta","support","hit_points","shields increased from 150 to 175",0,1,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"210",210,2024,"February",2,"moira","support","hit_points","health increased from 200 to 250",0,1,30,749,0.0240577385725742,8,0.0114285714285714,0.25,0.75
"211",211,2024,"February",2,"moira","support","biotic grasp","secondary fire damage increased from 50 to 65 damage per secondsond",0,1,30,749,0.0240577385725742,8,0.0114285714285714,0.25,0.75
"212",212,2024,"February",2,"moira","support","biotic grasp","secondary fire target acquisition radius increased from 0.6 to 0.7 meters.",0,1,30,749,0.0240577385725742,8,0.0114285714285714,0.25,0.75
"213",213,2024,"February",2,"mercy","support","hit_points","health increased from 200 to 250.",0,1,44,749,0.0352846832397755,19,0.0271428571428571,0.421052631578947,0.578947368421053
"214",214,2024,"February",2,"mercy","support","gaurdian angel","active duration on jump/crouch cancel reduced from 1.5 to 1 secondsond",0,1,44,749,0.0352846832397755,19,0.0271428571428571,0.421052631578947,0.578947368421053
"215",215,2024,"February",2,"mercy","support","sympathetic recovery","health recovered increased from 25% to 40% of healing dealt",0,1,44,749,0.0352846832397755,19,0.0271428571428571,0.421052631578947,0.578947368421053
"216",216,2024,"February",2,"lucio","support","hit_points","health increased from 200 to 250",0,1,38,749,0.0304731355252606,14,0.02,0.357142857142857,0.642857142857143
"217",217,2024,"February",2,"lucio","support","soundwave","damage increased from 25 to 35",0,1,38,749,0.0304731355252606,14,0.02,0.357142857142857,0.642857142857143
"218",218,2024,"February",2,"lucio","support","soundwave","knockback increased 12%",0,1,38,749,0.0304731355252606,14,0.02,0.357142857142857,0.642857142857143
"219",219,2024,"February",2,"lucio","support","soundwave","movement lockout duration increased from 0.3 to 0.45 secondsond",0,1,38,749,0.0304731355252606,14,0.02,0.357142857142857,0.642857142857143
"220",220,2024,"February",2,"lifeweaver","support","hit_points","health increased from 175 to 225",0,1,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
"221",221,2024,"February",2,"kiriko","support","hit_points","health increased from 200 to 250",0,1,25,749,0.0200481154771451,21,0.03,0.476190476190476,0.523809523809524
"222",222,2024,"February",2,"kiriko","support","kuhit_pointsi","base projectile size reduced from 0.18 to 0.15 meters",1,0,25,749,0.0200481154771451,21,0.03,0.476190476190476,0.523809523809524
"223",223,2024,"February",2,"illari","support","hit_points","health increased from 200 to 250",0,1,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"224",224,2024,"February",2,"brigitte","support","hit_points","health increased from 150 to 200",0,1,32,749,0.0256615878107458,12,0.0171428571428571,0.166666666666667,0.833333333333333
"225",225,2024,"February",2,"brigitte","support","rocket flail","damage increased from 35 to 45",0,1,32,749,0.0256615878107458,12,0.0171428571428571,0.166666666666667,0.833333333333333
"226",226,2024,"February",2,"ana","support","hit_points","health increased from 200 to 250",0,1,38,749,0.0304731355252606,10,0.0142857142857143,0.4,0.6
"227",227,2024,"February",2,"baptiste","support","hit_points","health increased from 200 to 250",0,1,27,749,0.0216519647153168,10,0.0142857142857143,0.3,0.7
"228",228,2024,"February",2,"widowmaker","damage","hit_points","health increased from 175 to 200",0,1,41,749,0.032878909382518,7,0.01,0.285714285714286,0.714285714285714
"229",229,2024,"February",2,"tracer","damage","hit_points","health increased from 150 to 175",0,1,40,749,0.0320769847634322,7,0.01,0.571428571428571,0.428571428571429
"230",230,2024,"February",2,"torbjorn","damage","hit_points","health increased from 200 to 250",0,1,32,749,0.0256615878107458,10,0.0142857142857143,0.4,0.6
"231",231,2024,"February",2,"symmetra","damage","hit_points","shields increased from 100 to 150",0,1,34,749,0.0272654370489174,20,0.0285714285714286,0.25,0.75
"232",232,2024,"February",2,"symmetra","damage","photon projector","primary fire beam width increased from 0.2 to 0.25 meters",0,1,34,749,0.0272654370489174,20,0.0285714285714286,0.25,0.75
"233",233,2024,"February",2,"sombra","damage","hit_points","health increased from 200 to 250",0,1,36,749,0.028869286287089,30,0.0428571428571429,0.466666666666667,0.533333333333333
"234",234,2024,"February",2,"soldier: 76","damage","hit_points","health increased from 200 to 250",0,1,38,749,0.0304731355252606,8,0.0114285714285714,0.375,0.625
"235",235,2024,"February",2,"sojourn","damage","hit_points","health increased from 200 to 250",0,1,21,749,0.0168404170008019,24,0.0342857142857143,0.333333333333333,0.666666666666667
"236",236,2024,"February",2,"sojourn","damage","railgun","secondary fire base projectile size reduced from 0.1 to 0.07 meters",1,0,21,749,0.0168404170008019,24,0.0342857142857143,0.333333333333333,0.666666666666667
"237",237,2024,"February",2,"reaper","damage","hit_points","health increased from 250 to 300",0,1,42,749,0.0336808340016038,9,0.0128571428571429,0.333333333333333,0.666666666666667
"238",238,2024,"February",2,"pharah","damage","hit_points","health increased from 200 to 250",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"239",239,2024,"February",2,"pharah","damage","rocket launcher","recovery reduced from 0.85 to 0.80 secondsond",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"240",240,2024,"February",2,"pharah","damage","rocket launcher","projectile speed increased from 35 to 40 meters per secondsond",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"241",241,2024,"February",2,"pharah","damage","rocket launcher","explosion self-damage reduced from 50% to 25%",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"242",242,2024,"February",2,"pharah","damage","jump jet","now restores 50% of hover jets fuel and can briefly overfill the maximum fuel amount",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"243",243,2024,"February",2,"pharah","damage","jump jet","vertical boost height reduced by 20%",1,0,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"244",244,2024,"February",2,"pharah","damage","jump jet","cooldown increased from 10 to 14 secondsond",1,0,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"245",245,2024,"February",2,"pharah","damage","concussive blast","cooldown decreased from 9 to 7 secondsond",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"246",246,2024,"February",2,"pharah","damage","concussive blast","explosion now deals 30 damage to enemy targets",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"247",247,2024,"February",2,"pharah","damage","concussive blast","explosion radius reduced from 8 to 6 meters",1,0,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"248",248,2024,"February",2,"pharah","damage","concussive blast","knockback reduced by 10%",1,0,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"249",249,2024,"February",2,"pharah","damage","barrage","now instantly refills hover jets fuel",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"250",250,2024,"February",2,"pharah","damage","hover jets","speed boost increased from 20% to 40%",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"251",251,2024,"February",2,"pharah","damage","hover jets","now requires landing to recharge fuel",1,0,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"252",252,2024,"February",2,"pharah","damage","hover jets","can now be activated without fuel to slow your descent",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"253",253,2024,"February",2,"pharah","damage","jet dash","ability added to game",0,1,35,749,0.0280673616680032,22,0.0314285714285714,0.318181818181818,0.681818181818182
"254",254,2024,"February",2,"mei","damage","hit_points","health increased from 250 to 300",0,1,35,749,0.0280673616680032,12,0.0171428571428571,0.416666666666667,0.583333333333333
"255",255,2024,"February",2,"junkrat","damage","hit_points","health increased from 200 to 250",0,1,32,749,0.0256615878107458,12,0.0171428571428571,0.333333333333333,0.666666666666667
"256",256,2024,"February",2,"junkrat","damage","frag launcher","base projectile size reduced from 0.25 to 0.2 meters",1,0,32,749,0.0256615878107458,12,0.0171428571428571,0.333333333333333,0.666666666666667
"257",257,2024,"February",2,"hanzo","damage","hit_points","health increased from 200 to 250",0,1,36,749,0.028869286287089,14,0.02,0.285714285714286,0.714285714285714
"258",258,2024,"February",2,"hanzo","damage","storm arrows","damage increased from 65 to 75",0,1,36,749,0.028869286287089,14,0.02,0.285714285714286,0.714285714285714
"259",259,2024,"February",2,"hanzo","damage","storm arrows","cooldown reduced from 10 to 8 secondsond",0,1,36,749,0.028869286287089,14,0.02,0.285714285714286,0.714285714285714
"260",260,2024,"February",2,"genji","damage","hit_points","health increased from 200 to 250",0,1,44,749,0.0352846832397755,5,0.00714285714285714,0.4,0.6
"261",261,2024,"February",2,"genji","damage","dragonblade","swing recovery decreased from 0.9 to 0.7 secondsond",0,1,44,749,0.0352846832397755,5,0.00714285714285714,0.4,0.6
"262",262,2024,"February",2,"echo","damage","hit_points","health increased from 200 to 250",0,1,26,749,0.020850040096231,13,0.0185714285714286,0.230769230769231,0.769230769230769
"263",263,2024,"February",2,"echo","damage","focusing beam","width increased from 0.2 to 0.25 meters",0,1,26,749,0.020850040096231,13,0.0185714285714286,0.230769230769231,0.769230769230769
"264",264,2024,"February",2,"echo","damage","duplicate","maximum combined health value increased from 300 to 350",0,1,26,749,0.020850040096231,13,0.0185714285714286,0.230769230769231,0.769230769230769
"265",265,2024,"February",2,"cassidy","damage","hit_points","health increased from 225 to 275",0,1,35,749,0.0280673616680032,18,0.0257142857142857,0.555555555555556,0.444444444444444
"266",266,2024,"February",2,"cassidy","damage","deadeye","initial damage rate increased from 130 to 150",0,1,35,749,0.0280673616680032,18,0.0257142857142857,0.555555555555556,0.444444444444444
"267",267,2024,"February",2,"cassidy","damage","deadeye","damage rate increased from 260 to 300",0,1,35,749,0.0280673616680032,18,0.0257142857142857,0.555555555555556,0.444444444444444
"268",268,2024,"February",2,"bastion","damage","hit_points","health increased from 200 to 250",0,1,34,749,0.0272654370489174,11,0.0157142857142857,0.363636363636364,0.636363636363636
"269",269,2024,"February",2,"ashe","damage","hit_points","health increased from 200 to 250",0,1,31,749,0.02485966319166,7,0.01,0.285714285714286,0.714285714285714
"270",270,2024,"February",2,"ashe","damage","b.o.b.","b.o.b.’s weapon damage increased from 14 to 17",0,1,31,749,0.02485966319166,7,0.01,0.285714285714286,0.714285714285714
"271",271,2024,"February",2,"zarya","tank","hit_points","health increased from 100 to 175",0,1,35,749,0.0280673616680032,23,0.0328571428571429,0.391304347826087,0.608695652173913
"272",272,2024,"February",2,"zarya","tank","particle cannon","primary fire beam width increased from 0.15 to 0.2 meters",0,1,35,749,0.0280673616680032,23,0.0328571428571429,0.391304347826087,0.608695652173913
"273",273,2024,"February",2,"wrecking ball","tank","hit_points","armor increased from 100 to 175",0,1,29,749,0.0232558139534884,18,0.0257142857142857,0.166666666666667,0.833333333333333
"274",274,2024,"February",2,"winston","tank","hit_points","health increased from 200 to 225",0,1,29,749,0.0232558139534884,12,0.0171428571428571,0.0833333333333333,0.916666666666667
"275",275,2024,"February",2,"winston","tank","hit_points","armor increased from 200 to 250.",0,1,29,749,0.0232558139534884,12,0.0171428571428571,0.0833333333333333,0.916666666666667
"276",276,2024,"February",2,"winston","tank","tesla cannon","primary fire damage increased from 60 to 75 damage per secondsond.",0,1,29,749,0.0232558139534884,12,0.0171428571428571,0.0833333333333333,0.916666666666667
"277",277,2024,"February",2,"winston","tank","primal rage","punch damage increased from 40 to 50.",0,1,29,749,0.0232558139534884,12,0.0171428571428571,0.0833333333333333,0.916666666666667
"278",278,2024,"February",2,"sigma","tank","hit_points","shields increased from 200 to 275",0,1,27,749,0.0216519647153168,12,0.0171428571428571,0.416666666666667,0.583333333333333
"279",279,2024,"February",2,"roadhog","tank","hit_points","health increased from 550 to 650.",0,1,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"280",280,2024,"February",2,"reinhardt","tank","hit_points","health increased from 200 to 250.",0,1,40,749,0.0320769847634322,16,0.0228571428571429,0.1875,0.8125
"281",281,2024,"February",2,"reinhardt","tank","hit_points","armor increased from 250 to 275.",0,1,40,749,0.0320769847634322,16,0.0228571428571429,0.1875,0.8125
"282",282,2024,"February",2,"reinhardt","tank","rocket hammer","damage increased from 85 to 100.",0,1,40,749,0.0320769847634322,16,0.0228571428571429,0.1875,0.8125
"283",283,2024,"February",2,"reinhardt","tank","charge","wall impact damage increased from 225 to 275.",0,1,40,749,0.0320769847634322,16,0.0228571428571429,0.1875,0.8125
"284",284,2024,"February",2,"ramattra","tank","hit_points","health increased from 200 to 275.",0,1,18,686,0.0144346431435445,28,0.04,0.285714285714286,0.714285714285714
"285",285,2024,"February",2,"orisa","tank","hit_points","armor increased from 275 to 350.",0,1,29,749,0.0232558139534884,19,0.0271428571428571,0.263157894736842,0.736842105263158
"286",286,2024,"February",2,"mauga","tank","hit_points","health increased from 300 to 400.",0,1,12,321,0.00962309542902967,43,0.0614285714285714,0.441860465116279,0.558139534883721
"287",287,2024,"February",2,"junker queen","tank","hit_points","health increased from 300 to 375.",0,1,18,749,0.0144346431435445,18,0.0257142857142857,0.111111111111111,0.888888888888889
"288",288,2024,"February",2,"junker queen","tank","rampage","wound damage over time increased from 60 to 90",0,1,18,749,0.0144346431435445,18,0.0257142857142857,0.111111111111111,0.888888888888889
"289",289,2024,"February",2,"doomfist","tank","hit_points","health increased from 300 to 375.",0,1,31,749,0.02485966319166,17,0.0242857142857143,0.411764705882353,0.588235294117647
"290",290,2024,"February",2,"doomfist","tank","rocket punch","max impact damage increased from 50 to 75.",0,1,31,749,0.02485966319166,17,0.0242857142857143,0.411764705882353,0.588235294117647
"291",291,2024,"February",2,"doomfist","tank","rocket punch","max wall slam damage increased from 30 to 40.",0,1,31,749,0.02485966319166,17,0.0242857142857143,0.411764705882353,0.588235294117647
"292",292,2024,"February",2,"dva","tank","hit_points","pilot health increased from 150 to 175.",0,1,37,749,0.0296712109061748,21,0.03,0.238095238095238,0.761904761904762
"293",293,2024,"February",2,"dva","tank","hit_points","mech armor increased from 300 to 375.",0,1,37,749,0.0296712109061748,21,0.03,0.238095238095238,0.761904761904762
"294",294,2024,"February",2,"dva","tank","self-destruct","explosion maximum damage increased from 900 to 1000",0,1,37,749,0.0296712109061748,21,0.03,0.238095238095238,0.761904761904762
"295",295,2024,"February",2,"dva","tank","self-destruct","inner explosion radius (range for maximum damage before falloff begins) increased from 4 to 6 meters.",0,1,37,749,0.0296712109061748,21,0.03,0.238095238095238,0.761904761904762
"296",296,2024,"February",2,"zenyatta","support","hit_points","base health decreased from 100 to 75.",1,0,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"297",297,2024,"February",2,"zenyatta","support","snap kick","knockback decreased 25%.",1,0,34,749,0.0272654370489174,18,0.0257142857142857,0.277777777777778,0.722222222222222
"298",298,2024,"February",2,"mercy","support","caduceus blaster","base projectile size reduced from 0.25 to 0.2 meters. total projectile size is now 0.3 meters",1,0,44,749,0.0352846832397755,19,0.0271428571428571,0.421052631578947,0.578947368421053
"299",299,2024,"February",2,"lucio","support","sonic amplifier","base projectile size reduced from 0.15 to 0.1 meters. total projectiles size is now 0.25 meters.",1,0,38,749,0.0304731355252606,14,0.02,0.357142857142857,0.642857142857143
"300",300,2024,"February",2,"illari","support","healing pylon","cooldown decreased from 8 to 6 secondsond.",0,1,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"301",301,2024,"February",2,"illari","support","healing pylon","cooldown when destroyed by enemies decreased from 15 to 12 secondsond.",0,1,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"302",302,2024,"February",2,"illari","support","captive sun","sunstruck explosion damage increased from 100 to 160.",0,1,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"303",303,2024,"February",2,"illari","support","captive sun","sunstruck explosion now has damage falloff again, reducing damage by up to 25%.",1,0,16,439,0.0128307939053729,38,0.0542857142857143,0.473684210526316,0.526315789473684
"304",304,2024,"February",2,"widowmaker","damage","widow's kiss","now uses the smaller 0.05 meter hitscan projectile size modifier. total projectile size is now 0.05 meters.",1,0,41,749,0.032878909382518,7,0.01,0.285714285714286,0.714285714285714
"305",305,2024,"February",2,"widowmaker","damage","widow's kiss","scoped shot damage falloff min-max range increased from 40-60 to 50-70 meters.",0,1,41,749,0.032878909382518,7,0.01,0.285714285714286,0.714285714285714
"306",306,2024,"February",2,"tracer","damage","pulse pistols","minimum falloff range reduced from 12 to 10.",1,0,40,749,0.0320769847634322,7,0.01,0.571428571428571,0.428571428571429
"307",307,2024,"February",2,"soldier: 76","damage","heavy pulse rifle","now uses the smaller 0.05 meter hitscan projectile size modifier. total projectile size is now 0.05 meters .",1,0,38,749,0.0304731355252606,8,0.0114285714285714,0.375,0.625
"308",308,2024,"February",2,"junkrat","damage","concussion mine","cooldown decreased from 8 to 7 secondsond.",0,1,32,749,0.0256615878107458,12,0.0171428571428571,0.333333333333333,0.666666666666667
"309",309,2024,"February",2,"junkrat","damage","concussion mine","maximum damage increased from 110 to 120.",0,1,32,749,0.0256615878107458,12,0.0171428571428571,0.333333333333333,0.666666666666667
"310",310,2024,"February",2,"junkrat","damage","concussion mine","minimum damage increased from 20 to 55.",0,1,32,749,0.0256615878107458,12,0.0171428571428571,0.333333333333333,0.666666666666667
"311",311,2024,"February",2,"hanzo","damage","storm bow","base projectile sizes reduced from 0.1 to 0.075 meters. total projectile size is now 0.175 meters.",1,0,36,749,0.028869286287089,14,0.02,0.285714285714286,0.714285714285714
"312",312,2024,"February",2,"zarya","tank","particle cannon","primary fire minimum damage increased from 85 to 95 damage per secondsond.",0,1,35,749,0.0280673616680032,23,0.0328571428571429,0.391304347826087,0.608695652173913
"313",313,2024,"February",2,"zarya","tank","particle cannon","primary fire maximum damage increased from 170 to 190 damage per secondsond.",0,1,35,749,0.0280673616680032,23,0.0328571428571429,0.391304347826087,0.608695652173913
"314",314,2024,"February",2,"roadhog","tank","take a breather","damage reduction increased from 40 to 50%.",0,1,35,749,0.0280673616680032,38,0.0542857142857143,0.447368421052632,0.552631578947368
"315",315,2024,"February",2,"dva","tank","light gun","base projectile size reduced from 0.25 to 0.2 meters. total projectile size is now 0.3 meters.",1,0,37,749,0.0296712109061748,21,0.03,0.238095238095238,0.761904761904762
"316",316,2024,"March",3,"lifeweaver","support","heal blossom","maximum heal amount increased from 70 to 80.",0,1,17,558,0.0136327185244587,29,0.0414285714285714,0.275862068965517,0.724137931034483
